Date,AQI,state_id
04-05-2016,13,WA
05-05-2016,19,WA
06-05-2016,21,WA
07-05-2016,27,WA
08-05-2016,29,WA
09-05-2016,29,WA
10-05-2016,18,WA
11-05-2016,20,WA
12-05-2016,19,WA
13-05-2016,21,WA
14-05-2016,18,WA
15-05-2016,17,WA
16-05-2016,14,WA
17-05-2016,19,WA
18-05-2016,19,WA
19-05-2016,20,WA
20-05-2016,14,WA
21-05-2016,26,WA
22-05-2016,17,WA
23-05-2016,14,WA
24-05-2016,15,WA
25-05-2016,21,WA
26-05-2016,21,WA
27-05-2016,16,WA
28-05-2016,19,WA
29-05-2016,11,WA
30-05-2016,17,WA
31-05-2016,18,WA
01-06-2016,17,WA
02-06-2016,14,WA
03-06-2016,14,WA
04-06-2016,64,WA
05-06-2016,33,WA
06-06-2016,24,WA
07-06-2016,24,WA
08-06-2016,18,WA
09-06-2016,13,WA
10-06-2016,8,WA
11-06-2016,10,WA
12-06-2016,9,WA
13-06-2016,10,WA
14-06-2016,8,WA
15-06-2016,9,WA
16-06-2016,15,WA
17-06-2016,13,WA
18-06-2016,13,WA
19-06-2016,12,WA
20-06-2016,15,WA
21-06-2016,20,WA
22-06-2016,16,WA
23-06-2016,13,WA
24-06-2016,18,WA
25-06-2016,15,WA
26-06-2016,17,WA
27-06-2016,25,WA
28-06-2016,21,WA
29-06-2016,18,WA
30-06-2016,10,WA
01-07-2016,28,WA
02-07-2016,44,WA
03-07-2016,38,WA
04-07-2016,42,WA
05-07-2016,18,WA
06-07-2016,21,WA
07-07-2016,10,WA
08-07-2016,13,WA
09-07-2016,12,WA
10-07-2016,13,WA
11-07-2016,14,WA
12-07-2016,14,WA
13-07-2016,13,WA
14-07-2016,20,WA
15-07-2016,31,WA
16-07-2016,25,WA
17-07-2016,16,WA
18-07-2016,11,WA
19-07-2016,9,WA
20-07-2016,10,WA
21-07-2016,13,WA
22-07-2016,10,WA
23-07-2016,9,WA
24-07-2016,17,WA
25-07-2016,19,WA
26-07-2016,20,WA
27-07-2016,20,WA
28-07-2016,18,WA
29-07-2016,38,WA
30-07-2016,46,WA
31-07-2016,48,WA
01-08-2016,16,WA
02-08-2016,26,WA
03-08-2016,45,WA
04-08-2016,29,WA
05-08-2016,38,WA
06-08-2016,46,WA
07-08-2016,20,WA
08-08-2016,18,WA
09-08-2016,14,WA
10-08-2016,12,WA
11-08-2016,16,WA
12-08-2016,35,WA
13-08-2016,31,WA
14-08-2016,8,WA
15-08-2016,12,WA
16-08-2016,26,WA
17-08-2016,44,WA
18-08-2016,55,WA
19-08-2016,43,WA
20-08-2016,71,WA
21-08-2016,29,WA
22-08-2016,33,WA
23-08-2016,25,WA
24-08-2016,27,WA
25-08-2016,53,WA
26-08-2016,59,WA
27-08-2016,38,WA
28-08-2016,24,WA
29-08-2016,13,WA
30-08-2016,13,WA
31-08-2016,17,WA
01-09-2016,21,WA
02-09-2016,15,WA
03-09-2016,13,WA
04-09-2016,15,WA
05-09-2016,13,WA
06-09-2016,9,WA
07-09-2016,21,WA
08-09-2016,32,WA
09-09-2016,25,WA
10-09-2016,24,WA
11-09-2016,29,WA
12-09-2016,18,WA
13-09-2016,14,WA
14-09-2016,25,WA
15-09-2016,18,WA
16-09-2016,15,WA
17-09-2016,24,WA
18-09-2016,24,WA
19-09-2016,30,WA
20-09-2016,15,WA
21-09-2016,12,WA
22-09-2016,24,WA
23-09-2016,26,WA
24-09-2016,33,WA
25-09-2016,19,WA
26-09-2016,20,WA
27-09-2016,18,WA
28-09-2016,22,WA
29-09-2016,33,WA
30-09-2016,30,WA
01-10-2016,19,WA
02-10-2016,23,WA
03-10-2016,15,WA
04-10-2016,37,WA
05-10-2016,16,WA
06-10-2016,25,WA
07-10-2016,30,WA
08-10-2016,17,WA
09-10-2016,23,WA
10-10-2016,27,WA
11-10-2016,25,WA
12-10-2016,57,WA
13-10-2016,30,WA
14-10-2016,54,WA
15-10-2016,24,WA
16-10-2016,19,WA
17-10-2016,16,WA
18-10-2016,25,WA
19-10-2016,29,WA
20-10-2016,17,WA
21-10-2016,27,WA
22-10-2016,22,WA
23-10-2016,22,WA
24-10-2016,18,WA
25-10-2016,24,WA
26-10-2016,15,WA
27-10-2016,18,WA
28-10-2016,19,WA
29-10-2016,23,WA
30-10-2016,18,WA
31-10-2016,18,WA
01-11-2016,19,WA
02-11-2016,19,WA
03-11-2016,24,WA
04-11-2016,37,WA
05-11-2016,21,WA
06-11-2016,16,WA
07-11-2016,18,WA
08-11-2016,23,WA
09-11-2016,12,WA
10-11-2016,25,WA
11-11-2016,46,WA
12-11-2016,28,WA
13-11-2016,19,WA
14-11-2016,22,WA
15-11-2016,18,WA
16-11-2016,30,WA
17-11-2016,29,WA
18-11-2016,27,WA
19-11-2016,20,WA
20-11-2016,13,WA
21-11-2016,27,WA
22-11-2016,17,WA
23-11-2016,10,WA
24-11-2016,13,WA
25-11-2016,12,WA
26-11-2016,20,WA
27-11-2016,28,WA
28-11-2016,32,WA
29-11-2016,27,WA
30-11-2016,23,WA
01-12-2016,28,WA
02-12-2016,22,WA
03-12-2016,25,WA
04-12-2016,21,WA
05-12-2016,28,WA
06-12-2016,25,WA
07-12-2016,18,WA
08-12-2016,12,WA
09-12-2016,22,WA
10-12-2016,25,WA
11-12-2016,22,WA
12-12-2016,25,WA
13-12-2016,18,WA
14-12-2016,14,WA
15-12-2016,26,WA
16-12-2016,45,WA
17-12-2016,45,WA
18-12-2016,55,WA
19-12-2016,18,WA
20-12-2016,47,WA
21-12-2016,33,WA
22-12-2016,33,WA
23-12-2016,30,WA
24-12-2016,20,WA
25-12-2016,31,WA
26-12-2016,27,WA
27-12-2016,23,WA
28-12-2016,31,WA
29-12-2016,23,WA
30-12-2016,40,WA
31-12-2016,28,WA
01-01-2016,8,PR
04-01-2016,15,PR
22-01-2016,22,PR
25-01-2016,9,PR
28-01-2016,26,PR
31-01-2016,18,PR
03-02-2016,18,PR
06-02-2016,19,PR
09-02-2016,23,PR
12-02-2016,15,PR
15-02-2016,18,PR
18-02-2016,25,PR
21-02-2016,13,PR
24-02-2016,16,PR
27-02-2016,10,PR
01-03-2016,13,PR
04-03-2016,13,PR
07-03-2016,10,PR
10-03-2016,18,PR
13-03-2016,11,PR
16-03-2016,14,PR
19-03-2016,14,PR
22-03-2016,15,PR
25-03-2016,15,PR
28-03-2016,17,PR
31-03-2016,20,PR
06-04-2016,26,PR
12-04-2016,18,PR
18-04-2016,30,PR
24-04-2016,72,PR
27-04-2016,57,PR
30-04-2016,24,PR
06-05-2016,23,PR
09-05-2016,24,PR
12-05-2016,17,PR
15-05-2016,20,PR
18-05-2016,21,PR
21-05-2016,26,PR
27-05-2016,18,PR
30-05-2016,22,PR
02-06-2016,22,PR
05-06-2016,29,PR
08-06-2016,55,PR
11-06-2016,32,PR
14-06-2016,46,PR
20-06-2016,23,PR
23-06-2016,23,PR
26-06-2016,36,PR
29-06-2016,48,PR
02-07-2016,26,PR
05-07-2016,30,PR
08-07-2016,30,PR
11-07-2016,58,PR
14-07-2016,18,PR
17-07-2016,30,PR
20-07-2016,28,PR
23-07-2016,24,PR
26-07-2016,32,PR
29-07-2016,47,PR
01-08-2016,47,PR
04-08-2016,33,PR
07-08-2016,26,PR
10-08-2016,20,PR
13-08-2016,14,PR
16-08-2016,25,PR
19-08-2016,51,PR
25-08-2016,29,PR
15-09-2016,20,PR
27-09-2016,12,PR
30-09-2016,56,PR
03-10-2016,24,PR
06-10-2016,32,PR
09-10-2016,61,PR
12-10-2016,28,PR
15-10-2016,13,PR
18-10-2016,19,PR
24-10-2016,14,PR
27-10-2016,13,PR
30-10-2016,13,PR
02-11-2016,6,PR
05-11-2016,13,PR
08-11-2016,16,PR
11-11-2016,45,PR
14-11-2016,24,PR
17-11-2016,17,PR
20-11-2016,27,PR
23-11-2016,15,PR
26-11-2016,8,PR
29-11-2016,11,PR
02-12-2016,28,PR
05-12-2016,21,PR
11-12-2016,26,PR
14-12-2016,18,PR
17-12-2016,29,PR
20-12-2016,13,PR
26-12-2016,19,PR
29-12-2016,17,PR
01-01-2016,43,MI
02-01-2016,25,MI
03-01-2016,21,MI
04-01-2016,24,MI
05-01-2016,31,MI
06-01-2016,45,MI
07-01-2016,56,MI
08-01-2016,50,MI
09-01-2016,23,MI
10-01-2016,14,MI
11-01-2016,24,MI
12-01-2016,30,MI
13-01-2016,48,MI
14-01-2016,44,MI
15-01-2016,38,MI
16-01-2016,17,MI
17-01-2016,22,MI
18-01-2016,25,MI
19-01-2016,33,MI
20-01-2016,43,MI
21-01-2016,56,MI
22-01-2016,55,MI
23-01-2016,24,MI
24-01-2016,49,MI
25-01-2016,57,MI
26-01-2016,35,MI
27-01-2016,20,MI
28-01-2016,35,MI
29-01-2016,18,MI
30-01-2016,40,MI
31-01-2016,49,MI
01-02-2016,25,MI
02-02-2016,33,MI
03-02-2016,24,MI
04-02-2016,27,MI
05-02-2016,36,MI
06-02-2016,56,MI
07-02-2016,37,MI
08-02-2016,25,MI
09-02-2016,20,MI
10-02-2016,15,MI
11-02-2016,22,MI
12-02-2016,27,MI
13-02-2016,22,MI
14-02-2016,32,MI
15-02-2016,53,MI
16-02-2016,54,MI
17-02-2016,38,MI
18-02-2016,46,MI
19-02-2016,28,MI
20-02-2016,18,MI
21-02-2016,28,MI
22-02-2016,24,MI
23-02-2016,29,MI
24-02-2016,20,MI
25-02-2016,19,MI
26-02-2016,21,MI
27-02-2016,41,MI
28-02-2016,42,MI
29-02-2016,18,MI
01-03-2016,16,MI
02-03-2016,23,MI
03-03-2016,38,MI
04-03-2016,41,MI
05-03-2016,52,MI
06-03-2016,47,MI
07-03-2016,45,MI
08-03-2016,50,MI
09-03-2016,50,MI
10-03-2016,39,MI
11-03-2016,20,MI
12-03-2016,45,MI
13-03-2016,39,MI
14-03-2016,25,MI
15-03-2016,28,MI
16-03-2016,21,MI
17-03-2016,21,MI
18-03-2016,30,MI
19-03-2016,16,MI
20-03-2016,22,MI
21-03-2016,24,MI
22-03-2016,40,MI
23-03-2016,55,MI
24-03-2016,31,MI
25-03-2016,21,MI
26-03-2016,38,MI
27-03-2016,49,MI
28-03-2016,28,MI
29-03-2016,22,MI
30-03-2016,47,MI
31-03-2016,39,MI
01-04-2016,35,MI
02-04-2016,35,MI
03-04-2016,40,MI
04-04-2016,52,MI
05-04-2016,39,MI
06-04-2016,33,MI
07-04-2016,36,MI
08-04-2016,37,MI
09-04-2016,41,MI
10-04-2016,34,MI
11-04-2016,35,MI
12-04-2016,38,MI
13-04-2016,40,MI
14-04-2016,41,MI
15-04-2016,74,MI
16-04-2016,84,MI
17-04-2016,97,MI
18-04-2016,112,MI
19-04-2016,44,MI
20-04-2016,47,MI
21-04-2016,35,MI
22-04-2016,33,MI
23-04-2016,45,MI
24-04-2016,47,MI
25-04-2016,64,MI
26-04-2016,36,MI
27-04-2016,42,MI
28-04-2016,31,MI
29-04-2016,31,MI
30-04-2016,40,MI
01-05-2016,27,MI
02-05-2016,24,MI
03-05-2016,41,MI
04-05-2016,36,MI
05-05-2016,40,MI
06-05-2016,51,MI
07-05-2016,51,MI
08-05-2016,43,MI
09-05-2016,50,MI
10-05-2016,32,MI
11-05-2016,52,MI
12-05-2016,54,MI
13-05-2016,35,MI
14-05-2016,29,MI
15-05-2016,38,MI
16-05-2016,44,MI
17-05-2016,38,MI
18-05-2016,44,MI
19-05-2016,49,MI
20-05-2016,50,MI
21-05-2016,58,MI
22-05-2016,54,MI
23-05-2016,97,MI
24-05-2016,119,MI
25-05-2016,84,MI
26-05-2016,51,MI
27-05-2016,47,MI
28-05-2016,52,MI
29-05-2016,61,MI
30-05-2016,50,MI
31-05-2016,77,MI
01-06-2016,54,MI
02-06-2016,54,MI
03-06-2016,61,MI
04-06-2016,54,MI
05-06-2016,41,MI
06-06-2016,67,MI
07-06-2016,26,MI
08-06-2016,40,MI
09-06-2016,45,MI
10-06-2016,93,MI
11-06-2016,87,MI
12-06-2016,43,MI
13-06-2016,47,MI
14-06-2016,47,MI
15-06-2016,67,MI
16-06-2016,32,MI
17-06-2016,45,MI
18-06-2016,80,MI
19-06-2016,97,MI
20-06-2016,80,MI
21-06-2016,48,MI
22-06-2016,64,MI
23-06-2016,51,MI
24-06-2016,80,MI
25-06-2016,97,MI
26-06-2016,52,MI
27-06-2016,54,MI
28-06-2016,26,MI
29-06-2016,45,MI
30-06-2016,67,MI
01-07-2016,39,MI
02-07-2016,34,MI
03-07-2016,58,MI
04-07-2016,61,MI
05-07-2016,49,MI
06-07-2016,64,MI
07-07-2016,64,MI
08-07-2016,49,MI
09-07-2016,41,MI
10-07-2016,33,MI
11-07-2016,49,MI
12-07-2016,44,MI
13-07-2016,48,MI
14-07-2016,45,MI
15-07-2016,32,MI
16-07-2016,29,MI
17-07-2016,54,MI
18-07-2016,44,MI
19-07-2016,47,MI
20-07-2016,74,MI
21-07-2016,44,MI
22-07-2016,58,MI
23-07-2016,46,MI
24-07-2016,54,MI
25-07-2016,46,MI
26-07-2016,48,MI
27-07-2016,49,MI
28-07-2016,97,MI
29-07-2016,47,MI
30-07-2016,39,MI
31-07-2016,41,MI
01-08-2016,41,MI
02-08-2016,58,MI
03-08-2016,50,MI
04-08-2016,90,MI
05-08-2016,48,MI
06-08-2016,36,MI
07-08-2016,31,MI
08-08-2016,44,MI
09-08-2016,87,MI
10-08-2016,90,MI
11-08-2016,44,MI
12-08-2016,34,MI
13-08-2016,29,MI
14-08-2016,30,MI
15-08-2016,22,MI
16-08-2016,33,MI
17-08-2016,32,MI
18-08-2016,39,MI
19-08-2016,44,MI
20-08-2016,33,MI
21-08-2016,24,MI
22-08-2016,31,MI
23-08-2016,43,MI
24-08-2016,47,MI
25-08-2016,43,MI
26-08-2016,40,MI
27-08-2016,40,MI
28-08-2016,34,MI
29-08-2016,41,MI
30-08-2016,40,MI
31-08-2016,31,MI
01-09-2016,25,MI
02-09-2016,36,MI
03-09-2016,39,MI
04-09-2016,47,MI
05-09-2016,48,MI
06-09-2016,54,MI
07-09-2016,40,MI
08-09-2016,31,MI
09-09-2016,42,MI
10-09-2016,30,MI
11-09-2016,24,MI
12-09-2016,35,MI
13-09-2016,50,MI
14-09-2016,27,MI
15-09-2016,33,MI
16-09-2016,49,MI
17-09-2016,29,MI
18-09-2016,34,MI
19-09-2016,40,MI
20-09-2016,46,MI
21-09-2016,49,MI
22-09-2016,74,MI
23-09-2016,50,MI
24-09-2016,38,MI
25-09-2016,40,MI
26-09-2016,33,MI
27-09-2016,37,MI
28-09-2016,31,MI
29-09-2016,27,MI
30-09-2016,18,MI
01-10-2016,22,MI
02-10-2016,28,MI
03-10-2016,30,MI
04-10-2016,35,MI
05-10-2016,45,MI
06-10-2016,49,MI
07-10-2016,33,MI
08-10-2016,13,MI
09-10-2016,20,MI
10-10-2016,22,MI
11-10-2016,30,MI
12-10-2016,42,MI
13-10-2016,13,MI
14-10-2016,23,MI
15-10-2016,40,MI
16-10-2016,48,MI
18-10-2016,57,MI
20-10-2016,19,MI
21-10-2016,9,MI
22-10-2016,21,MI
23-10-2016,42,MI
24-10-2016,17,MI
25-10-2016,24,MI
26-10-2016,23,MI
27-10-2016,22,MI
28-10-2016,24,MI
29-10-2016,66,MI
30-10-2016,22,MI
31-10-2016,25,MI
01-11-2016,56,MI
02-11-2016,72,MI
03-11-2016,32,MI
04-11-2016,24,MI
05-11-2016,50,MI
06-11-2016,62,MI
07-11-2016,54,MI
08-11-2016,57,MI
09-11-2016,38,MI
10-11-2016,20,MI
11-11-2016,24,MI
12-11-2016,33,MI
13-11-2016,32,MI
14-11-2016,44,MI
15-11-2016,65,MI
16-11-2016,47,MI
17-11-2016,55,MI
18-11-2016,43,MI
19-11-2016,6,MI
20-11-2016,12,MI
21-11-2016,18,MI
22-11-2016,23,MI
23-11-2016,54,MI
24-11-2016,32,MI
25-11-2016,25,MI
26-11-2016,28,MI
27-11-2016,42,MI
28-11-2016,56,MI
29-11-2016,33,MI
30-11-2016,28,MI
01-12-2016,20,MI
02-12-2016,21,MI
03-12-2016,24,MI
04-12-2016,33,MI
05-12-2016,35,MI
08-12-2016,33,MI
10-12-2016,28,MI
11-12-2016,46,MI
12-12-2016,43,MI
13-12-2016,42,MI
14-12-2016,47,MI
15-12-2016,28,MI
16-12-2016,30,MI
17-12-2016,52,MI
18-12-2016,27,MI
19-12-2016,40,MI
20-12-2016,56,MI
21-12-2016,46,MI
22-12-2016,26,MI
23-12-2016,71,MI
24-12-2016,27,MI
25-12-2016,33,MI
26-12-2016,29,MI
27-12-2016,19,MI
28-12-2016,25,MI
29-12-2016,23,MI
30-12-2016,21,MI
31-12-2016,23,MI
01-01-2016,47,OH
02-01-2016,50,OH
03-01-2016,41,OH
04-01-2016,21,OH
05-01-2016,59,OH
06-01-2016,65,OH
07-01-2016,78,OH
08-01-2016,75,OH
09-01-2016,49,OH
10-01-2016,21,OH
11-01-2016,45,OH
12-01-2016,50,OH
13-01-2016,64,OH
14-01-2016,58,OH
15-01-2016,48,OH
16-01-2016,40,OH
17-01-2016,35,OH
18-01-2016,40,OH
19-01-2016,52,OH
20-01-2016,70,OH
21-01-2016,71,OH
22-01-2016,63,OH
23-01-2016,29,OH
24-01-2016,58,OH
25-01-2016,55,OH
26-01-2016,45,OH
27-01-2016,42,OH
28-01-2016,58,OH
29-01-2016,39,OH
30-01-2016,44,OH
31-01-2016,39,OH
01-02-2016,44,OH
02-02-2016,57,OH
03-02-2016,35,OH
04-02-2016,35,OH
05-02-2016,53,OH
06-02-2016,59,OH
07-02-2016,60,OH
08-02-2016,54,OH
09-02-2016,56,OH
10-02-2016,45,OH
11-02-2016,36,OH
12-02-2016,58,OH
13-02-2016,27,OH
14-02-2016,64,OH
15-02-2016,62,OH
16-02-2016,56,OH
17-02-2016,66,OH
18-02-2016,56,OH
19-02-2016,43,OH
20-02-2016,27,OH
21-02-2016,44,OH
22-02-2016,38,OH
23-02-2016,46,OH
24-02-2016,28,OH
25-02-2016,26,OH
26-02-2016,28,OH
27-02-2016,48,OH
28-02-2016,48,OH
29-02-2016,38,OH
01-03-2016,38,OH
02-03-2016,35,OH
03-03-2016,58,OH
04-03-2016,61,OH
05-03-2016,71,OH
06-03-2016,64,OH
07-03-2016,56,OH
08-03-2016,59,OH
09-03-2016,63,OH
10-03-2016,50,OH
11-03-2016,43,OH
12-03-2016,56,OH
13-03-2016,49,OH
14-03-2016,48,OH
15-03-2016,41,OH
16-03-2016,38,OH
17-03-2016,31,OH
18-03-2016,40,OH
19-03-2016,31,OH
20-03-2016,37,OH
21-03-2016,49,OH
22-03-2016,55,OH
23-03-2016,55,OH
24-03-2016,53,OH
25-03-2016,43,OH
26-03-2016,61,OH
27-03-2016,61,OH
28-03-2016,36,OH
29-03-2016,38,OH
30-03-2016,50,OH
31-03-2016,47,OH
01-04-2016,35,OH
02-04-2016,35,OH
03-04-2016,35,OH
04-04-2016,42,OH
05-04-2016,36,OH
06-04-2016,50,OH
07-04-2016,37,OH
08-04-2016,35,OH
09-04-2016,39,OH
10-04-2016,43,OH
11-04-2016,51,OH
12-04-2016,32,OH
13-04-2016,36,OH
14-04-2016,43,OH
15-04-2016,55,OH
16-04-2016,62,OH
17-04-2016,64,OH
18-04-2016,77,OH
19-04-2016,55,OH
20-04-2016,39,OH
21-04-2016,53,OH
22-04-2016,57,OH
23-04-2016,62,OH
24-04-2016,56,OH
25-04-2016,50,OH
26-04-2016,45,OH
27-04-2016,39,OH
28-04-2016,36,OH
29-04-2016,43,OH
30-04-2016,54,OH
01-05-2016,44,OH
02-05-2016,30,OH
03-05-2016,44,OH
04-05-2016,47,OH
05-05-2016,45,OH
06-05-2016,48,OH
07-05-2016,56,OH
08-05-2016,34,OH
09-05-2016,54,OH
10-05-2016,61,OH
11-05-2016,44,OH
12-05-2016,42,OH
13-05-2016,32,OH
14-05-2016,26,OH
15-05-2016,31,OH
16-05-2016,38,OH
17-05-2016,34,OH
18-05-2016,37,OH
19-05-2016,38,OH
20-05-2016,41,OH
21-05-2016,30,OH
22-05-2016,42,OH
23-05-2016,39,OH
24-05-2016,61,OH
25-05-2016,64,OH
26-05-2016,56,OH
27-05-2016,45,OH
28-05-2016,61,OH
29-05-2016,54,OH
30-05-2016,42,OH
31-05-2016,49,OH
01-06-2016,44,OH
02-06-2016,57,OH
03-06-2016,54,OH
04-06-2016,54,OH
05-06-2016,39,OH
06-06-2016,45,OH
07-06-2016,28,OH
08-06-2016,35,OH
09-06-2016,33,OH
10-06-2016,58,OH
11-06-2016,54,OH
12-06-2016,41,OH
13-06-2016,31,OH
14-06-2016,36,OH
15-06-2016,45,OH
16-06-2016,34,OH
17-06-2016,40,OH
18-06-2016,53,OH
19-06-2016,56,OH
20-06-2016,61,OH
21-06-2016,61,OH
22-06-2016,61,OH
23-06-2016,35,OH
24-06-2016,43,OH
25-06-2016,64,OH
26-06-2016,67,OH
27-06-2016,47,OH
28-06-2016,34,OH
29-06-2016,31,OH
30-06-2016,51,OH
01-07-2016,48,OH
02-07-2016,47,OH
03-07-2016,79,OH
04-07-2016,84,OH
05-07-2016,51,OH
06-07-2016,48,OH
07-07-2016,58,OH
08-07-2016,45,OH
09-07-2016,43,OH
10-07-2016,27,OH
11-07-2016,46,OH
12-07-2016,47,OH
13-07-2016,49,OH
14-07-2016,45,OH
15-07-2016,41,OH
16-07-2016,31,OH
17-07-2016,44,OH
18-07-2016,47,OH
19-07-2016,45,OH
20-07-2016,44,OH
21-07-2016,77,OH
22-07-2016,51,OH
23-07-2016,51,OH
24-07-2016,40,OH
25-07-2016,44,OH
26-07-2016,35,OH
27-07-2016,50,OH
28-07-2016,45,OH
29-07-2016,58,OH
30-07-2016,46,OH
31-07-2016,40,OH
01-08-2016,47,OH
02-08-2016,40,OH
03-08-2016,42,OH
04-08-2016,44,OH
05-08-2016,50,OH
06-08-2016,39,OH
07-08-2016,57,OH
08-08-2016,41,OH
09-08-2016,39,OH
10-08-2016,38,OH
