SD,43
SD,35
SD,55
SD,7
SD,12
SD,23
SD,64
SD,55
SD,38
SD,7
SD,15
SD,15
SD,12
SD,22
SD,5
SD,16
SD,8
SD,21
SD,17
SD,13
SD,11
SD,18
SD,25
SD,14
SD,17
SD,15
SD,23
SD,59
SD,63
SD,88
SD,61
SD,12
SD,14
SD,10
SD,13
SD,10
SD,8
SD,7
SD,10
SD,11
SD,12
SD,10
SD,16
SD,27
SD,23
SD,28
SD,24
SD,21
SD,23
SD,11
SD,18
SD,14
SD,19
SD,15
SD,19
SD,20
SD,16
SD,19
SD,32
SD,55
SD,47
SD,23
SD,19
SD,30
SD,14
SD,26
SD,26
SD,31
SD,15
SD,15
SD,22
SD,21
SD,24
SD,19
SD,20
SD,16
SD,13
SD,16
SD,12
SD,15
SD,25
SD,19
SD,19
SD,68
SD,55
SD,14
SD,29
SD,69
SD,31
SD,26
SD,41
SD,17
SD,18
SD,8
SD,15
SD,13
SD,12
SD,12
SD,8
SD,9
SD,13
SD,14
SD,11
SD,11
SD,10
SD,12
SD,23
SD,22
SD,11
SD,12
SD,13
SD,10
SD,32
SD,27
SD,23
SD,44
SD,35
SD,44
SD,31
SD,20
SD,19
SD,19
SD,19
SD,13
SD,23
SD,20
SD,40
SD,51
SD,51
SD,24
SD,42
SD,27
SD,30
SD,24
SD,31
SD,19
SD,25
SD,24
SD,18
SD,31
SD,20
SD,11
SD,11
SD,12
SD,16
SD,10
SD,9
SD,25
SD,29
SD,35
SD,38
SD,28
SD,43
SD,49
SD,42
SD,28
SD,44
SD,20
SD,13
SD,17
SD,17
SD,25
SD,49
SD,27
SD,32
SD,23
SD,14
SD,8
SD,19
SD,45
SD,29
SD,40
SD,15
SD,11
SD,10
SD,13
SD,21
SD,32
SD,41
SD,44
SD,37
SD,33
SD,72
SD,94
SD,26
SD,14
SD,13
SD,30
SD,62
SD,67
SD,86
SD,93
SD,79
SD,60
SD,45
SD,46
SD,43
SD,46
SD,61
SD,58
SD,53
SD,54
SD,50
SD,55
SD,52
SD,159
SD,191
SD,158
SD,99
SD,87
SD,83
SD,64
SD,41
SD,33
SD,19
SD,26
SD,32
SD,28
SD,37
SD,35
SD,43
SD,31
SD,20
SD,26
SD,23
SD,33
SD,17
SD,17
SD,17
SD,48
SD,33
SD,20
SD,20
SD,21
SD,25
SD,12
SD,12
SD,15
SD,20
SD,33
SD,26
SD,23
SD,39
SD,57
SD,23
SD,17
SD,19
SD,19
SD,31
SD,23
SD,16
SD,27
SD,31
SD,19
SD,14
SD,24
SD,43
SD,17
SD,28
SD,31
SD,45
SD,61
SD,56
SD,24
SD,57
SD,14
SD,66
SD,49
SD,52
SD,40
SD,42
SD,50
SD,9
SD,19
SD,14
SD,18
SD,8
SD,10
SD,16
SD,31
SD,19
SD,44
SD,27
SD,9
SD,8
SD,10
SD,13
SD,10
SD,8
SD,13
SD,6
SD,7
SD,18
SD,8
SD,8
SD,10
SD,26
SD,41
SD,34
SD,21
SD,25
SD,27
SD,60
SD,29
SD,30
SD,11
SD,11
SD,10
SD,13
SD,16
SD,17
SD,15
SD,23
SD,42
SD,30
SD,15
SD,31
SD,31
SD,12
SD,8
SD,26
SD,10
SD,12
SD,11
SD,24
SD,12
SD,5
SD,13
SD,6
SD,15
SD,11
SD,19
SD,34
SD,16
SD,12
SD,6
SD,18
SD,15
SD,33
SD,39
SD,28
SD,21
SD,22
SD,23
SD,19
SD,30
SD,28
SD,13
SD,13
SD,22
SD,22
SD,25
SD,20
SD,51
SD,57
SD,30
WA,28
WA,43
WA,30
WA,24
WA,20
WA,20
WA,17
WA,36
WA,19
WA,18
WA,12
WA,38
WA,26
WA,19
WA,49
WA,25
WA,30
WA,22
WA,35
WA,35
WA,38
WA,25
WA,24
WA,17
WA,23
WA,13
WA,13
WA,18
WA,17
WA,10
WA,13
WA,14
WA,11
WA,16
WA,16
WA,29
WA,21
WA,20
WA,26
WA,29
WA,30
WA,18
WA,13
WA,17
WA,13
WA,20
WA,25
WA,22
WA,15
WA,19
WA,22
WA,38
WA,30
WA,22
WA,23
WA,32
WA,39
WA,24
WA,22
WA,32
WA,23
WA,24
WA,23
WA,27
WA,20
WA,17
WA,18
WA,16
WA,17
WA,21
WA,22
WA,22
WA,16
WA,17
WA,18
WA,23
WA,20
WA,22
WA,20
WA,13
WA,18
WA,20
WA,18
WA,23
WA,27
WA,30
WA,24
WA,25
WA,30
WA,30
WA,28
WA,13
WA,14
WA,14
WA,18
WA,17
WA,10
WA,15
WA,16
WA,20
WA,22
WA,11
WA,13
WA,16
WA,18
WA,20
WA,25
WA,25
WA,26
WA,34
WA,30
WA,31
WA,25
WA,10
WA,10
WA,14
WA,12
WA,14
WA,14
WA,12
WA,13
WA,12
WA,12
WA,12
WA,32
WA,17
WA,13
WA,18
WA,15
WA,14
WA,20
WA,15
WA,18
WA,21
WA,24
WA,19
WA,20
WA,14
WA,13
WA,18
WA,25
WA,19
WA,24
WA,10
WA,11
WA,10
WA,20
WA,13
WA,15
WA,22
WA,18
WA,23
WA,18
WA,13
WA,16
WA,20
WA,14
WA,12
WA,14
WA,12
WA,11
WA,13
WA,14
WA,11
WA,12
WA,12
WA,11
WA,15
WA,11
WA,11
WA,13
WA,24
WA,30
WA,10
WA,18
WA,27
WA,73
WA,80
WA,57
WA,19
WA,23
WA,26
WA,29
WA,34
WA,54
WA,12
WA,18
WA,14
WA,11
WA,15
WA,15
WA,15
WA,18
WA,27
WA,13
WA,14
WA,11
WA,14
WA,14
WA,14
WA,13
WA,12
WA,14
WA,13
WA,14
WA,16
WA,12
WA,14
WA,21
WA,15
WA,12
WA,13
WA,15
WA,17
WA,17
WA,13
WA,10
WA,13
WA,12
WA,18
WA,22
WA,22
WA,22
WA,25
WA,45
WA,27
WA,47
WA,19
WA,29
WA,33
WA,24
WA,29
WA,26
WA,35
WA,27
WA,23
WA,22
WA,17
WA,22
WA,20
WA,20
WA,23
WA,20
WA,18
WA,21
WA,23
WA,21
WA,35
WA,21
WA,23
WA,25
WA,20
WA,16
WA,51
WA,24
WA,18
WA,20
WA,20
WA,17
WA,20
WA,27
WA,34
WA,20
WA,19
WA,28
WA,26
WA,23
WA,25
WA,20
WA,30
WA,32
WA,17
WA,19
WA,22
WA,26
WA,22
WA,25
WA,15
WA,14
WA,19
WA,24
WA,17
WA,15
WA,51
WA,39
WA,39
WA,20
WA,20
WA,20
WA,12
WA,23
WA,36
WA,29
WA,19
WA,48
WA,21
WA,27
WA,40
WA,20
WA,33
WA,18
WA,22
WA,13
WA,21
WA,27
WA,33
WA,29
WA,28
WA,17
WA,13
WA,12
WA,15
WA,33
WA,20
WA,9
WA,20
WA,17
WA,26
WA,24
WA,31
WA,14
WA,17
WA,28
WA,28
WA,28
WA,32
WA,24
WA,21
WA,13
WA,20
WA,19
WA,17
WA,8
WA,12
WA,17
WA,15
WA,15
WA,23
WA,20
WA,18
WA,17
WA,17
WA,20
WA,24
WA,33
WA,14
WA,9
WA,10
WA,8
WA,23
WA,14
WA,20
WA,12
WA,9
WA,15
WA,19
WA,14
WA,11
WA,13
WA,10
WA,11
WA,12
WA,17
WA,18
WA,14
PR,17
PR,8
PR,9
PR,13
PR,10
PR,10
PR,10
MI,42
MI,20
MI,23
MI,30
MI,57
MI,29
MI,24
MI,13
MI,40
MI,65
MI,55
MI,61
MI,64
MI,61
MI,46
MI,34
MI,26
MI,34
MI,43
MI,32
MI,16
MI,17
MI,22
MI,38
MI,59
MI,44
MI,18
MI,12
MI,25
MI,38
MI,36
MI,28
MI,13
MI,22
MI,61
MI,33
MI,40
MI,29
MI,37
MI,53
MI,52
MI,33
MI,42
MI,52
MI,46
MI,28
MI,27
MI,57
MI,38
MI,57
MI,83
MI,74
MI,53
MI,42
MI,43
MI,38
MI,46
MI,57
MI,52
MI,36
MI,34
MI,47
MI,32
MI,38
MI,38
MI,40
MI,53
MI,74
MI,62
MI,37
MI,41
MI,41
MI,40
MI,37
MI,36
MI,69
MI,35
MI,35
MI,45
MI,45
MI,45
MI,43
MI,40
MI,31
MI,28
MI,51
MI,31
MI,39
MI,46
MI,34
MI,35
MI,39
MI,53
MI,64
MI,61
MI,58
MI,63
MI,53
MI,47
MI,40
MI,31
MI,32
MI,42
MI,36
MI,26
MI,32
MI,40
MI,40
MI,40
MI,32
MI,36
MI,43
MI,50
MI,57
MI,36
MI,36
MI,64
MI,52
MI,31
MI,36
MI,44
MI,49
MI,30
MI,31
MI,30
MI,27
MI,40
MI,34
MI,32
MI,35
MI,30
MI,37
MI,43
MI,49
MI,71
MI,61
MI,58
MI,90
MI,51
MI,67
MI,61
MI,58
MI,40
MI,39
MI,47
MI,40
MI,38
MI,26
MI,40
MI,47
MI,49
MI,64
MI,38
MI,49
MI,93
MI,90
MI,64
MI,29
MI,34
MI,47
MI,45
MI,77
MI,58
MI,45
MI,48
MI,40
MI,42
MI,87
MI,51
MI,47
MI,64
MI,39
MI,31
MI,42
MI,54
MI,39
MI,40
MI,36
MI,35
MI,31
MI,26
MI,33
MI,24
MI,43
MI,76
MI,63
MI,69
MI,61
MI,37
MI,24
MI,40
MI,31
MI,40
MI,35
MI,40
MI,44
MI,27
MI,39
MI,50
MI,59
MI,55
MI,38
MI,35
MI,34
MI,63
MI,52
MI,51
MI,54
MI,52
MI,54
MI,42
MI,39
MI,62
MI,30
MI,37
MI,43
MI,54
MI,58
MI,48
MI,58
MI,56
MI,47
MI,33
MI,43
MI,80
MI,54
MI,56
MI,54
MI,48
MI,45
MI,44
MI,41
MI,46
MI,43
MI,43
MI,40
MI,45
MI,43
MI,35
MI,37
MI,40
MI,44
MI,42
MI,37
MI,48
MI,37
MI,32
MI,40
MI,44
MI,49
MI,48
MI,39
MI,25
MI,19
MI,24
MI,38
MI,32
MI,40
MI,47
MI,34
MI,37
MI,35
MI,40
MI,46
MI,26
MI,26
MI,50
MI,41
MI,41
MI,30
MI,34
MI,52
MI,51
MI,27
MI,36
MI,36
MI,23
MI,25
MI,32
MI,35
MI,44
MI,43
MI,30
MI,23
MI,30
MI,43
MI,25
MI,19
MI,25
MI,29
MI,21
MI,22
MI,24
MI,14
MI,16
MI,18
MI,34
MI,45
MI,35
MI,15
MI,9
MI,17
MI,20
MI,36
MI,40
MI,28
MI,23
MI,40
MI,52
MI,8
MI,25
MI,60
MI,27
MI,41
MI,31
MI,45
MI,44
MI,17
MI,37
MI,37
MI,57
MI,38
OH,32
OH,15
OH,26
OH,30
OH,40
OH,45
OH,27
OH,27
OH,36
OH,68
OH,72
OH,59
OH,69
OH,54
OH,37
OH,37
OH,25
OH,22
OH,47
OH,23
OH,26
OH,20
OH,13
OH,33
OH,62
OH,34
OH,17
OH,13
OH,43
OH,22
OH,22
OH,31
OH,40
OH,44
OH,58
OH,58
OH,27
OH,46
OH,42
OH,43
OH,40
OH,23
OH,54
OH,56
OH,74
OH,72
OH,30
OH,29
OH,34
OH,14
OH,33
OH,40
OH,32
OH,36
OH,35
OH,39
OH,35
OH,36
OH,37
OH,39
OH,65
OH,65
OH,64
OH,54
OH,41
OH,40
OH,40
OH,40
OH,38
OH,62
OH,36
OH,41
OH,44
OH,46
OH,46
OH,45
OH,40
OH,44
OH,33
OH,43
OH,34
OH,40
OH,50
OH,40
OH,39
OH,41
OH,45
OH,61
OH,56
OH,87
OH,74
OH,64
OH,47
OH,49
OH,39
OH,27
OH,51
OH,44
OH,25
OH,26
OH,31
OH,59
OH,47
OH,34
OH,37
OH,42
OH,54
OH,53
OH,42
OH,45
OH,77
